FILE_ID,CATEGORY_ID
2b2b344f-1c85-11e8-aaf5-00163e025669,0
1dcd5677-1c83-11e8-aaf2-00163e025669,0
864f56ad-1c85-11e8-aaf5-00163e025669,0
54b25ede-1c83-11e8-aaf2-00163e025669,0
1450b4f8-1c83-11e8-aaf2-00163e025669,0
76313926-1c83-11e8-aaf2-00163e025669,0
3d5b79e7-1c83-11e8-aaf2-00163e025669,0
1df50aad-1c85-11e8-aaf5-00163e025669,0
4f5e66e2-1c85-11e8-aaf5-00163e025669,0
3509018d-1c83-11e8-aaf2-00163e025669,0
3fbf9302-1c83-11e8-aaf2-00163e025669,0
b1372a5c-1c85-11e8-aaf5-00163e025669,0
6de01159-1c83-11e8-aaf2-00163e025669,0
9b9daeca-1c85-11e8-aaf5-00163e025669,0
8cd03408-1c83-11e8-aaf2-00163e025669,0
7e8e7fb3-1c83-11e8-aaf2-00163e025669,0
881fe085-1c83-11e8-aaf2-00163e025669,0
67c9e834-1c83-11e8-aaf2-00163e025669,0
b48ca651-1c85-11e8-aaf5-00163e025669,0
920e1d74-1c83-11e8-aaf2-00163e025669,0
d992e286-1c83-11e8-aaf3-00163e025669,0
38a17a5e-1c83-11e8-aaf2-00163e025669,0
242f846c-1c85-11e8-aaf5-00163e025669,0
abdff702-1c85-11e8-aaf5-00163e025669,0
81a5b67e-1c84-11e8-aaf4-00163e025669,0
8af51f96-1c84-11e8-aaf4-00163e025669,0
583543e9-1c83-11e8-aaf2-00163e025669,0
063850f3-1c84-11e8-aaf4-00163e025669,0
2fcda9f4-1c83-11e8-aaf2-00163e025669,0
4cdc094e-1c83-11e8-aaf2-00163e025669,0
dddfcdf2-1c85-11e8-aaf5-00163e025669,0
cdb0a1ab-1c84-11e8-aaf4-00163e025669,0
dbe20fca-1c84-11e8-aaf4-00163e025669,0
96bea581-1c85-11e8-aaf5-00163e025669,0
0e56e55e-1c83-11e8-aaf2-00163e025669,0
1a3ad8e7-1c83-11e8-aaf2-00163e025669,0
6213b439-1c83-11e8-aaf2-00163e025669,0
a67214ab-1c83-11e8-aaf3-00163e025669,0
27b8bc5f-1c86-11e8-aaf5-00163e025669,0
1345eb83-1c83-11e8-aaf2-00163e025669,0
26a64272-1c84-11e8-aaf4-00163e025669,0
47008704-1c83-11e8-aaf2-00163e025669,0
435cb74c-1c83-11e8-aaf2-00163e025669,0
b4e82e64-1c83-11e8-aaf3-00163e025669,0
f66d9532-1c84-11e8-aaf4-00163e025669,0
9a5ac568-1c83-11e8-aaf3-00163e025669,0
3509018e-1c83-11e8-aaf2-00163e025669,0
d155970c-1c84-11e8-aaf4-00163e025669,0
80d5eb53-1c83-11e8-aaf2-00163e025669,0
8a62083e-1c85-11e8-aaf5-00163e025669,0
5072d568-1c85-11e8-aaf5-00163e025669,0
d1fd6b35-1c85-11e8-aaf5-00163e025669,0
078dc8e0-1c84-11e8-aaf4-00163e025669,0
a8eab277-1c83-11e8-aaf3-00163e025669,0
f75f74db-1c85-11e8-aaf5-00163e025669,0
23f740a5-1c83-11e8-aaf2-00163e025669,0
293df803-1c84-11e8-aaf4-00163e025669,0
dccbc018-1c84-11e8-aaf4-00163e025669,0
f51f43b3-1c85-11e8-aaf5-00163e025669,0
905c395c-1c83-11e8-aaf2-00163e025669,0
4a87372f-1c83-11e8-aaf2-00163e025669,0
a0ade896-1c83-11e8-aaf3-00163e025669,0
cb124607-1c84-11e8-aaf4-00163e025669,0
17076ede-1c84-11e8-aaf4-00163e025669,0
51f648d6-1c85-11e8-aaf5-00163e025669,0
6213b43a-1c83-11e8-aaf2-00163e025669,0
a682dc3e-1c85-11e8-aaf5-00163e025669,0
1dcd5679-1c83-11e8-aaf2-00163e025669,0
fa3ae321-1c84-11e8-aaf4-00163e025669,0
b009907d-1c83-11e8-aaf3-00163e025669,0
cc16ba40-1c85-11e8-aaf5-00163e025669,0
a3f90fce-1c83-11e8-aaf3-00163e025669,0
1a3ad8e4-1c83-11e8-aaf2-00163e025669,0
1293985c-1c84-11e8-aaf4-00163e025669,0
60bdea2e-1c83-11e8-aaf2-00163e025669,0
e0b17d39-1c84-11e8-aaf4-00163e025669,0
